antibody_id,vh_success,vl_success,vh_numbered_length,vl_numbered_length,vh_error,vl_error
GDPa1-183,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpk0lt08dr.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpah9rx4u4.txt'
GDPa1-184,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpx8iv6qeb.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2p61q2nk.txt'
GDPa1-185,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1bhztfgo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpzdjthymf.txt'
GDPa1-186,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp613zftfb.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpikh5ap2x.txt'
GDPa1-187,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3ee0ahit.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7cadel_1.txt'
GDPa1-188,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp8m06mv3c.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpkeyk7fa6.txt'
GDPa1-189,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_0wyzwva.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfixw2lzq.txt'
GDPa1-190,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpnu7t1gde.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpj7wopez3.txt'
GDPa1-191,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpnwz0w6oe.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2qyxlsz_.txt'
GDPa1-192,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp5kxp60y2.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_r7m1jwu.txt'
GDPa1-193,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpg0uvz72a.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp01_4hbm0.txt'
GDPa1-194,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpemckkiia.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmprdz1hbca.txt'
GDPa1-195,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp8fv5zkky.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpm4ifh8lp.txt'
GDPa1-196,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmprv7509as.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2e8nrz6t.txt'
GDPa1-197,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmptcni18aa.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpntdq6me8.txt'
GDPa1-198,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp188_fxd1.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpurgtdao0.txt'
GDPa1-199,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpsl2oj8n9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbmiw1q5l.txt'
GDPa1-200,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwmskgikr.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3s3mg2e2.txt'
GDPa1-201,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpw69qm7xm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpw5d8list.txt'
GDPa1-202,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpb6ye5ubt.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpc7sli_o4.txt'
GDPa1-203,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpkh6njhge.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpyxoqhpsb.txt'
GDPa1-204,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp0c2yq944.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpi9gw4alq.txt'
GDPa1-205,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpih54qhwo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpshp5txtn.txt'
GDPa1-206,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbe3yeyug.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfjh8c2zt.txt'
GDPa1-207,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7escq79r.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpw9s0qsns.txt'
GDPa1-208,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp17we1jqm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwend72a3.txt'
GDPa1-209,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7r0uauth.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpswsjgyx7.txt'
GDPa1-210,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1ly4_vap.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6wp67fz2.txt'
GDPa1-211,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmps5fir4mr.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3k855ole.txt'
GDPa1-212,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp99743qwo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmpzgvhzi.txt'
GDPa1-213,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp13ero76x.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpu8idsah1.txt'
GDPa1-214,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp59s8xmpy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpv3gld_5h.txt'
GDPa1-215,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbsmvslo9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpc0gvq89d.txt'
GDPa1-216,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpx8r172zz.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp4ignmda8.txt'
GDPa1-217,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpc596y5wu.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbnrbrrvp.txt'
GDPa1-218,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9z8izsas.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbia8u4fr.txt'
GDPa1-219,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpifjxs3i8.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpsetckkn3.txt'
GDPa1-220,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3fhawp72.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpuw4jrz7s.txt'
GDPa1-221,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpa_wnr0r1.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2jbaq1ye.txt'
GDPa1-222,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpqaiy9vdy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7idh844f.txt'
GDPa1-223,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_0o3ehm6.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpugl7lzxc.txt'
GDPa1-224,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmptgxn2am4.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1jh9ytv9.txt'
GDPa1-225,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpinq48wn0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmppiyij04i.txt'
GDPa1-226,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp5fr92pyh.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9rw39ppe.txt'
GDPa1-227,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpsobeki3q.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6zecyppr.txt'
GDPa1-228,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp215qjpr6.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpuwe337du.txt'
GDPa1-229,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmplodgqsyv.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3k75nsij.txt'
GDPa1-230,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp01smkuxo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp70gxyex4.txt'
GDPa1-231,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpj1v1l2v9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_llp86sm.txt'
GDPa1-232,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpoinw0b9a.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmps_mbwxx_.txt'
GDPa1-233,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpefbmq0yb.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_b8dr6vr.txt'
GDPa1-234,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpilonxm06.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9tcwvyzi.txt'
GDPa1-235,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmptkvyjpcm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpktzdr0d3.txt'
GDPa1-236,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmj3siw25.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpe4p4d7tv.txt'
GDPa1-237,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp4foanp8r.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfj3t80vz.txt'
GDPa1-238,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3geozwwi.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_2tngjtd.txt'
GDPa1-239,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpq81vqtsy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpxdiolamo.txt'
GDPa1-240,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpz08yyu73.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6cgtr8xi.txt'
GDPa1-241,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpn0ugi_uf.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp446qa8l9.txt'
GDPa1-242,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpojgdarmg.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwjund19o.txt'
GDPa1-243,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpp4cp8rcm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmplbetd9zs.txt'
GDPa1-244,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpocxrd2ar.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpxsnsutxj.txt'
GDPa1-245,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1mbngxid.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpvd7a91sq.txt'
GDPa1-246,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgojys48w.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp8vvmkdw7.txt'
